,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间,
113,交大归谷166平套四户型，一梯2户,https://cd.ke.com/ershoufang/20031017710100160617.html,交大归谷国际社区,https://cd.ke.com/xiaoqu/1611043135126/,450,27082.3,中楼层(共13层),2013年建,3室1厅,166.16平米,东南,2,3天前发布,
114,中海锦城一期4室2厅西,https://cd.ke.com/ershoufang/20031017710100159232.html,中海锦城一期,https://cd.ke.com/xiaoqu/3011056147802/,300,21456.2,中楼层(共14层),2011年建,4室2厅,139.82平米,西,1,3天前发布,
115,龙井桂苑3室2厅南,https://cd.ke.com/ershoufang/20031017710100146893.html,龙井桂苑,https://cd.ke.com/xiaoqu/3011052250439/,139,9770.2,高楼层(共6层)3室2厅,,3室2厅,142.27平米,南,1,3天前发布,
116,中海锦城二期0室0厅东,https://cd.ke.com/ershoufang/20031017710100145690.html,中海锦城二期,https://cd.ke.com/xiaoqu/1611062166607/,9,2812.5,地下室(共层)厅室未知,,厅室未知,32,东,0,3天前发布,
117,鹭岛国际三期跃层带空中露台有装修,https://cd.ke.com/ershoufang/20031017710100145045.html,鹭岛国际三期,https://cd.ke.com/xiaoqu/1611043476911/,400,21265.3,中楼层(共16层),2010年建,2室2厅,188.1平米,东,0,3天前发布,
118,九峰国际3室1厅南,https://cd.ke.com/ershoufang/20031017710100144582.html,九峰国际,https://cd.ke.com/xiaoqu/1611041515644/,150,17640.8,高楼层(共18层),2010年建,3室1厅,85.03平米,南,4,3天前发布,
954,双楠二区中庭不临街高层套二，预约可实地看房,https://cd.ke.com/ershoufang/20020517710100114570.html,双楠二区,https://cd.ke.com/xiaoqu/1611041544121/,68,10878.3,高楼层(共7层),1999年建,2室1厅,62.51,东南,59,1月前发布,
120,泰基南棠3室2厅东南,https://cd.ke.com/ershoufang/20031017710100142648.html,泰基南棠,https://cd.ke.com/xiaoqu/1611041482788/,200,24390.2,低楼层(共16层),2011年建,3室2厅,82平米,东南,0,3天前发布,
2792,楠贵坊套二，拎包入住，东南朝向，户型方正,https://cd.ke.com/ershoufang/19120317710100175824.html,楠贵坊,https://cd.ke.com/xiaoqu/1611041551995/,82,12899.2,高楼层(共16层),2009年建,2室1厅,63.57,东南,57,3月前发布,
122,高品质，精装三房双卫，享中庭景观，您值得拥有。,https://cd.ke.com/ershoufang/20031017710100138923.html,正成城市乐章,https://cd.ke.com/xiaoqu/3011053747317/,160,18040.4,中楼层(共22层),2014年建,3室1厅,88.69平米,西北,5,3天前发布,
123,红牌楼2室2卫业主自住东南朝向光线明亮通风,https://cd.ke.com/ershoufang/20031017710100138472.html,九峰国际,https://cd.ke.com/xiaoqu/1611041515644/,148,17165.4,高楼层(共18层),2010年建,2室2厅,86.22平米,东南,2,3天前发布,
1149,房子满两年，没有增值税房子产权清晰，单独共有,https://cd.ke.com/ershoufang/20011317710100155794.html,美丽天城,https://cd.ke.com/xiaoqu/1611041575579/,108,13191.6,低楼层(共16层),2008年建,2室1厅,81.87,东,55,2月前发布,
125,川音新南门盐市口川大电信公寓通透套三,https://cd.ke.com/ershoufang/20031017710100134723.html,龙江电信公寓,https://cd.ke.com/xiaoqu/1611061587507/,216,17065.7,高楼层(共23层),2002年建,3室2厅,126.57平米,东南西北,0,3天前发布,
126,首信红星国际广场精装修采光好交通便利楼层适中,https://cd.ke.com/ershoufang/20031017710100132812.html,首信红星国际广场,https://cd.ke.com/xiaoqu/1620028359630857/,54,10865.2,中楼层(共10层)1室0厅,,1室0厅,49.7,东南,0,3天前发布,
127,红楠港1室1厅西北,https://cd.ke.com/ershoufang/20031017710100132550.html,红楠港,https://cd.ke.com/xiaoqu/1611043002253/,88.9,16551.9,低楼层(共15层),2009年建,1室1厅,53.71,西北,1,3天前发布,
128,2.5环地铁武侯大道站、多层3楼住宅大套三183万,https://cd.ke.com/ershoufang/20031017710100129826.html,清风晓筑,https://cd.ke.com/xiaoqu/3011055214783/,183,14974.2,中楼层(共6层),2003年建,3室1厅,122.21平米,东北,0,3天前发布,
129,燃灯寺东街14号3室1厅东南,https://cd.ke.com/ershoufang/20031017710100125616.html,燃灯寺东街14号,https://cd.ke.com/xiaoqu/1611043004782/,115,14032.9,低楼层(共6层),2000年建,3室1厅,81.95平米,东南,1,3天前发布,
130,电梯龙湖天街中间楼层采光好,https://cd.ke.com/ershoufang/20031017710100114242.html,西郡香林,https://cd.ke.com/xiaoqu/3011053920651/,144,16179.8,中楼层(共14层),2006年建,2室1厅,89平米,西南,0,3天前发布,
2104,方正户型套二，房东自住，装修保养的很好,https://cd.ke.com/ershoufang/19122017710100213351.html,瑞泰锦城,https://cd.ke.com/xiaoqu/3011053918806/,109,18109.3,高楼层(共16层),2007年建,2室1厅,60.19,西,55,2月前发布,
132,格外套二客厅带阳台对小区里面,https://cd.ke.com/ershoufang/20031017710100105449.html,交大万通格外,https://cd.ke.com/xiaoqu/1611041550529/,159,20384.6,中楼层(共18层),2011年建,2室2厅,78平米,西北,0,3天前发布,
133,中华名园三期C区1室0厅东南,https://cd.ke.com/ershoufang/20031017710100103766.html,中华名园三期C区,https://cd.ke.com/xiaoqu/1611058396152/,15,3947.4,地下室(共层),2010年建,1室0厅,38,东南,0,3天前发布,
134,丽都帝景3室2厅东南,https://cd.ke.com/ershoufang/20031017710100102025.html,丽都帝景,https://cd.ke.com/xiaoqu/1611043034596/,208,16000,中楼层(共15层)3室2厅,,3室2厅,130平米,东南,0,3天前发布,
135,急售跃层带花园端头位置三面采光安静不临街视野好,https://cd.ke.com/ershoufang/20030917710100180863.html,曼哈顿自然派,https://cd.ke.com/xiaoqu/1611043070754/,214,12534.4,高楼层(共19层),2005年建,4室2厅,170.73平米,南北,9,4天前发布,
136,武海中华锦绣1室0厅东,https://cd.ke.com/ershoufang/20030917710100176988.html,武海中华锦绣,https://cd.ke.com/xiaoqu/3011053806870/,12,3868.5,地下室(共层),2011年建,1室0厅,31.02,东,0,4天前发布,
2968,标准套三户型方正采光好客厅带阳台,https://cd.ke.com/ershoufang/19112817710100142030.html,兴元丽园A区,https://cd.ke.com/xiaoqu/3011053820750/,108,13267.8,高楼层(共11层),2005年建,3室1厅,81.4,西北,55,3月前发布,
138,优客联邦一期套一改套二满二户型方正,https://cd.ke.com/ershoufang/20030917710100174256.html,优客联邦一期,https://cd.ke.com/xiaoqu/1611041554183/,95,18569.2,低楼层(共16层),2008年建,1室1厅,51.16,东南,2,4天前发布,
139,正基自主装修套二，可直接拎包入住,https://cd.ke.com/ershoufang/20030917710100174626.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,98,17591.1,中楼层(共20层),2012年建,2室1厅,55.71,西南,0,4天前发布,
2042,地铁口90米！采光好！标准小套二！精装拎包入住！,https://cd.ke.com/ershoufang/19122217710100156012.html,正基城市主场,https://cd.ke.com/xiaoqu/1611043140746/,110,17982.7,高楼层(共20层),2012年建,2室1厅,61.17,东北,54,2月前发布,
141,川大南园3室2厅户型方正低楼层满5唯一,https://cd.ke.com/ershoufang/20030917710100167596.html,川大南园,https://cd.ke.com/xiaoqu/1611060182332/,178,20874.9,低楼层(共7层),2000年建,3室2厅,85.27平米,南,0,4天前发布,
142,中筑西府兰庭3室2厅东南,https://cd.ke.com/ershoufang/20030917710100165162.html,中筑西府兰庭,https://cd.ke.com/xiaoqu/1611063489443/,142,19215.2,低楼层(共16层),2016年建,3室2厅,73.9平米,东南,0,4天前发布,
143,鹭岛国际三期3室1厅东,https://cd.ke.com/ershoufang/20030917710100166636.html,鹭岛国际三期,https://cd.ke.com/xiaoqu/1611043476911/,350,25089.6,中楼层(共16层),2010年建,3室1厅,139.5平米,东,4,4天前发布,
144,出门龙爪堰地铁口，业主自住装修，保养很好,https://cd.ke.com/ershoufang/20030917710100163847.html,红运花园佳苑,https://cd.ke.com/xiaoqu/1611058507205/,83,13996.6,高楼层(共7层),1999年建,2室1厅,59.3,北,5,4天前发布,
145,鹭岛国际四期1室1厅西,https://cd.ke.com/ershoufang/20030917710100162545.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,89,17258.1,中楼层(共17层),2012年建,1室1厅,51.57,西,0,4天前发布,
2577,高新区南一环标准套二户型方正采光好楼顶带花园,https://cd.ke.com/ershoufang/19120817710100224387.html,兴蓉南二巷1号,https://cd.ke.com/xiaoqu/1611044154307/,94,12220.5,高楼层(共7层),2000年建,2室1厅,76.92,东南西南,54,3月前发布,
147,金林俊景精装修套二，可以直接入住,https://cd.ke.com/ershoufang/20030917710100154189.html,金林俊景,https://cd.ke.com/xiaoqu/1611041439378/,135,17261.2,高楼层(共17层),2009年建,2室1厅,78.21平米,东,0,4天前发布,
148,牡丹名邸1室0厅南,https://cd.ke.com/ershoufang/20030917710100149541.html,牡丹名邸,https://cd.ke.com/xiaoqu/1611043003216/,10,3224.8,地下室(共层)1室0厅,,1室0厅,31.01,南,0,4天前发布,
149,棕榈花园标准套一朝南采光好高楼层明厨明卫,https://cd.ke.com/ershoufang/20030917710100140735.html,棕榈花园,https://cd.ke.com/xiaoqu/1611041520716/,82,16834.3,高楼层(共18层),2003年建,1室1厅,48.71,东南,1,4天前发布,
150,置信巴厘岛A区3室2厅东西,https://cd.ke.com/ershoufang/20030917710100136710.html,置信巴厘岛A区,https://cd.ke.com/xiaoqu/3011056147259/,170,19235.1,高楼层(共13层),2008年建,3室2厅,88.38平米,东西,2,4天前发布,
151,棕南正街8号1室1厅北,https://cd.ke.com/ershoufang/20030917710100135020.html,棕南正街8号,https://cd.ke.com/xiaoqu/3011052089424/,80,14700.5,中楼层(共7层),1998年建,1室1厅,54.42,北,0,4天前发布,
152,丽景华庭二期3室1厅南,https://cd.ke.com/ershoufang/20030917710100134792.html,丽景华庭二期,https://cd.ke.com/xiaoqu/1611041621243/,187,18032.8,高楼层(共16层),2006年建,3室1厅,103.7平米,南,5,4天前发布,
153,珑熙郡3室2厅东南,https://cd.ke.com/ershoufang/20030917710100131749.html,珑熙郡,https://cd.ke.com/xiaoqu/1611064002823/,179,21143.4,中楼层(共17层)3室2厅,,3室2厅,84.66平米,东南,2,4天前发布,
154,红牌楼地铁口居家小户型标间出售。,https://cd.ke.com/ershoufang/20030917710100127134.html,楠丽湾,https://cd.ke.com/xiaoqu/1611041461315/,45,14084.5,中楼层(共13层),2005年建,1室0厅,31.95,东南,0,4天前发布,
155,标准套二，电梯房，中间楼层，视野采光好，精装修。,https://cd.ke.com/ershoufang/20030917710100119859.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,132,15042.7,中楼层(共16层),2009年建,2室1厅,87.75平米,东南,8,4天前发布,
156,鹭岛国际四期1室1厅东,https://cd.ke.com/ershoufang/20030917710100116486.html,鹭岛国际四期,https://cd.ke.com/xiaoqu/1611043477314/,125,19239.6,低楼层(共18层),2012年建,1室1厅,64.97平米,东,1,4天前发布,
157,跃层公寓总价低投资自住首选,https://cd.ke.com/ershoufang/20030917710100117372.html,合力达新锐,https://cd.ke.com/xiaoqu/1620030047367224/,53,13012.5,低楼层(共6层)2室1厅,,2室1厅,40.73,西北,1,4天前发布,
2240,方正套三通透采光好全明户型顶楼带花园,https://cd.ke.com/ershoufang/19121717710100132880.html,中央花园一期,https://cd.ke.com/xiaoqu/1611041478602/,98,10337.6,高楼层(共7层),2000年建,3室2厅,94.8,南,51,2月前发布,
159,跃层公寓总价低实用性小区,https://cd.ke.com/ershoufang/20030917710100115813.html,合力达新锐,https://cd.ke.com/xiaoqu/1620030047367224/,92,13038.5,低楼层(共6层)4室2厅,,4室2厅,70.56,西北,0,4天前发布,
2211,卫生局单位房标准套二无抵押无公摊,https://cd.ke.com/ershoufang/19121817710100115148.html,卫欣苑,https://cd.ke.com/xiaoqu/1611041495385/,95,10764.9,高楼层(共6层),2002年建,2室2厅,88.25,西北,50,2月前发布,
161,标准套二，安静不临街，公园式小区。,https://cd.ke.com/ershoufang/20030917710100111471.html,武侯祠大街89号,https://cd.ke.com/xiaoqu/3011055151538/,135,16938.5,中楼层(共6层),1983年建,2室2厅,79.7平米,南,1,4天前发布,
2874,肖家河标准套二户型可上楼顶,https://cd.ke.com/ershoufang/19120117710100172285.html,电子工业部三十所宿舍,https://cd.ke.com/xiaoqu/1611061327583/,86,12706.9,高楼层(共7层),1996年建,2室1厅,67.68,东,50,3月前发布,
163,高升桥东路28号3室1厅东南,https://cd.ke.com/ershoufang/20030817710100214539.html,高升桥东路28号,https://cd.ke.com/xiaoqu/1611041486710/,139,12079.6,高楼层(共7层),2000年建,3室1厅,115.07平米,东南,1,5天前发布,
164,华都星公馆户型套二有装修,https://cd.ke.com/ershoufang/20030817710100210582.html,华都星公馆二期,https://cd.ke.com/xiaoqu/3011053727078/,120,13719,低楼层(共6层),2004年建,2室2厅,87.47平米,南,0,5天前发布,
165,锦宏骏苑南区4室2厅东,https://cd.ke.com/ershoufang/20030817710100209781.html,锦宏骏苑南区,https://cd.ke.com/xiaoqu/1611042041416/,288,19990.3,低楼层(共11层),2004年建,4室2厅,144.07平米,东,2,5天前发布,
166,万科金色海蓉三期精装套二出售,https://cd.ke.com/ershoufang/20030817710100302621.html,万科金色海蓉三期,https://cd.ke.com/xiaoqu/1611885359149704/,240,27272.7,低楼层(共28层)2室1厅,,2室1厅,88平米,南,4,5天前发布,
167,交大格外满两年房子有装修带阳台不临街,https://cd.ke.com/ershoufang/20030817710100301391.html,交大万通格外,https://cd.ke.com/xiaoqu/1611041550529/,160,20379.6,中楼层(共18层),2011年建,2室1厅,78.51平米,南北,0,5天前发布,
168,金辉枫尚1室0厅东,https://cd.ke.com/ershoufang/20030817710100300495.html,金辉枫尚,https://cd.ke.com/xiaoqu/3011053769898/,10.66,3035.3,地下室(共层),2012年建,1室0厅,35.12,东,0,5天前发布,
169,武侯区武青北路上道西城标准套二,https://cd.ke.com/ershoufang/20030817710100204835.html,上道西城,https://cd.ke.com/xiaoqu/1611057885306/,115,13160.9,低楼层(共11层),2008年建,2室1厅,87.38平米,东,2,5天前发布,
170,曼哈顿一期下跃带私家花园套三双卫,https://cd.ke.com/ershoufang/20030817710100204748.html,曼哈顿一期,https://cd.ke.com/xiaoqu/1611041440797/,190,14633.4,高楼层(共14层),2003年建,3室1厅,129.84平米,南,0,5天前发布,
171,楠丽湾1室1厅东南,https://cd.ke.com/ershoufang/20030817710100203481.html,楠丽湾,https://cd.ke.com/xiaoqu/1611041461315/,75,19510.9,高楼层(共13层),2005年建,1室1厅,38.44,东南,2,5天前发布,
172,红牌楼北街10号1室1厅东北,https://cd.ke.com/ershoufang/20030817710100197488.html,红牌楼北街10号,https://cd.ke.com/xiaoqu/1611042672692/,50,11904.8,高楼层(共7层),2000年建,1室1厅,42,东北,0,5天前发布,
173,棕北国际户型方正客厅朝南对中庭,https://cd.ke.com/ershoufang/20030817710100196029.html,棕北国际,https://cd.ke.com/xiaoqu/3011052623189/,220,22826.3,低楼层(共27层),2005年建,3室1厅,96.38平米,东,0,5天前发布,
174,蓝光金双楠二期3室2厅东,https://cd.ke.com/ershoufang/20030817710100196891.html,蓝光金双楠二期,https://cd.ke.com/xiaoqu/1620031547538329/,130,18055.6,中楼层(共27层)3室2厅,,3室2厅,72平米,东,3,5天前发布,
1209,双凤桥地铁站下面锦花苑小套三，自住装修。,https://cd.ke.com/ershoufang/20011217710100137627.html,锦花苑(武侯),https://cd.ke.com/xiaoqu/1620021276748946/,108,12272.7,高楼层(共13层),2003年建,3室1厅,88,南北,48,2月前发布,
176,双地铁双公园一梯两户通透户型诚心出售,https://cd.ke.com/ershoufang/20030817710100195419.html,双楠融域,https://cd.ke.com/xiaoqu/1611041472243/,206,16389.5,中楼层(共6层),2008年建,3室1厅,125.69平米,东南,4,5天前发布,
177,丽景天成1室1厅南,https://cd.ke.com/ershoufang/20030817710100194991.html,丽景天成,https://cd.ke.com/xiaoqu/1611041519281/,103,17875.7,中楼层(共22层),2004年建,1室1厅,57.62,南,3,5天前发布,
178,产权证满两年无增值税小户型楼层适中。,https://cd.ke.com/ershoufang/20030817710100194372.html,保利花园二期,https://cd.ke.com/xiaoqu/3011056073467/,162,21039,中楼层(共17层),2012年建,2室1厅,77平米,南,7,5天前发布,
179,时代锦绣，套三单卫，户型方正，采光很好,https://cd.ke.com/ershoufang/20030817710100185764.html,时代锦绣,https://cd.ke.com/xiaoqu/1611064009997/,140,17500,中楼层(共14层),2016年建,3室2厅,80平米,东南,0,5天前发布,
180,双发金英汇3室1厅南,https://cd.ke.com/ershoufang/20030817710100188329.html,双发金英汇,https://cd.ke.com/xiaoqu/1611048244633/,151.7,22500.7,低楼层(共24层),2011年建,3室1厅,67.42平米,南,7,5天前发布,
181,兰苑雅居3室1厅南,https://cd.ke.com/ershoufang/20030817710100181445.html,兰苑雅居,https://cd.ke.com/xiaoqu/1611041518352/,130,14526.8,中楼层(共6层),2003年建,3室1厅,89.49平米,南,0,5天前发布,
182,纯真年代中间楼层采光好，安静不临街。,https://cd.ke.com/ershoufang/20030817710100178029.html,纯真年代,https://cd.ke.com/xiaoqu/1611041475840/,85,19939,中楼层(共9层),2002年建,1室1厅,42.63,西南,0,5天前发布,
183,位置优越，诚心出售，出行方便，好房。,https://cd.ke.com/ershoufang/20030817710100177331.html,城南驿站,https://cd.ke.com/xiaoqu/1611041463792/,192,17614.7,中楼层(共6层),2004年建,3室2厅,109平米,南,1,5天前发布,
184,红牌楼标准小套二，楼层视野采光好。朝东北，拎包入住,https://cd.ke.com/ershoufang/20030817710100176488.html,优客联邦三期,https://cd.ke.com/xiaoqu/1611044060273/,125,18312.3,中楼层(共18层),2012年建,2室2厅,68.26平米,东北,9,5天前发布,
185,中华名园二期2室1厅南,https://cd.ke.com/ershoufang/20030817710100169234.html,中华名园二期,https://cd.ke.com/xiaoqu/1611058387863/,160,18169.4,中楼层(共16层),2009年建,2室1厅,88.06平米,南,2,5天前发布,
